LSOA_Code,LSOA_Name,Local_Authority,WIMD_2019_Rank,WIMD_2019_Decile,Income_Rank,Education_Rank,Health_Rank,Access_Services_Rank
W00000396,Caerphilly 039,Caerphilly,402,3,934,946,270,735
W00000397,Caerphilly 040,Caerphilly,180,1,78,288,861,984
W00000398,Caerphilly 041,Caerphilly,744,4,797,765,318,746
W00000399,Caerphilly 042,Caerphilly,854,5,807,1046,805,710
W00000400,Caerphilly 043,Caerphilly,956,6,540,181,491,210
W00000401,Caerphilly 044,Caerphilly,293,2,500,218,438,1
W00000402,Caerphilly 045,Caerphilly,631,4,550,208,787,977
W00000403,Caerphilly 046,Caerphilly,1,1,289,228,210,928
W00000404,Caerphilly 047,Caerphilly,476,3,459,1,779,1
W00000405,Caerphilly 048,Caerphilly,572,3,644,1118,77,1
W00000406,Caerphilly 049,Caerphilly,619,4,1165,1067,625,325
W00000407,Caerphilly 050,Caerphilly,856,5,217,749,732,1033
W00000408,Caerphilly 051,Caerphilly,1598,9,684,337,540,1
W00000409,Caerphilly 052,Caerphilly,286,2,410,330,605,174
W00000410,Caerphilly 053,Caerphilly,975,6,550,546,431,620
W00000411,Caerphilly 054,Caerphilly,863,5,253,274,440,1
W00000412,Caerphilly 055,Caerphilly,238,2,387,915,644,638
W00000413,Caerphilly 056,Caerphilly,873,5,503,713,512,671
W00000414,Caerphilly 057,Caerphilly,328,2,1,493,1063,972
W00000415,Caerphilly 058,Caerphilly,916,5,972,587,621,268
W00000416,Caerphilly 059,Caerphilly,429,3,760,1053,499,344
W00000417,Caerphilly 060,Caerphilly,550,3,755,1,1,298
W00000418,Caerphilly 061,Caerphilly,86,1,376,488,386,1212
W00000419,Caerphilly 062,Caerphilly,674,4,652,810,138,1023
W00000420,Caerphilly 063,Caerphilly,521,3,779,101,1,922
W00000421,Caerphilly 064,Caerphilly,693,4,241,186,956,7
W00000422,Caerphilly 065,Caerphilly,1174,7,241,816,431,825
W00000423,Caerphilly 066,Caerphilly,343,2,494,567,188,887
W00000424,Caerphilly 067,Caerphilly,354,2,471,134,1,462
W00000425,Caerphilly 068,Caerphilly,1466,8,818,541,455,560
W00000426,Caerphilly 069,Caerphilly,757,4,146,1015,808,877
W00000427,Caerphilly 070,Caerphilly,716,4,556,831,763,388
W00000428,Caerphilly 071,Caerphilly,332,2,584,1197,102,1
W00000429,Caerphilly 072,Caerphilly,612,4,567,622,638,448
W00000430,Caerphilly 073,Caerphilly,1116,6,2,203,512,1
W00000431,Bridgend 001,Bridgend,583,4,1218,658,733,75
W00000432,Bridgend 002,Bridgend,415,3,521,517,1112,904
W00000433,Bridgend 003,Bridgend,227,2,734,858,1061,1370
W00000434,Bridgend 004,Bridgend,264,2,372,124,565,862
W00000435,Bridgend 005,Bridgend,1025,6,624,516,704,269
W00000436,Bridgend 006,Bridgend,1444,8,100,727,1380,653
W00000437,Bridgend 007,Bridgend,577,4,527,574,1145,1
W00000438,Bridgend 008,Bridgend,1232,7,163,538,495,918
W00000439,Bridgend 009,Bridgend,42,1,808,1496,157,736
W00000440,Bridgend 010,Bridgend,398,3,795,658,418,872
W00000441,Bridgend 011,Bridgend,1335,7,584,950,183,213
W00000442,Bridgend 012,Bridgend,829,5,1157,798,536,649
W00000443,Bridgend 013,Bridgend,174,1,856,1018,486,435
W00000444,Bridgend 014,Bridgend,751,4,500,622,1407,537
W00000445,Bridgend 015,Bridgend,513,3,428,961,584,353
W00000446,Bridgend 016,Bridgend,1152,7,1135,399,1,1109
W00000447,Bridgend 017,Bridgend,389,3,920,1,972,97
W00000448,Bridgend 018,Bridgend,927,5,654,251,503,962
W00000449,Bridgend 019,Bridgend,690,4,849,1476,85,1387
W00000450,Bridgend 020,Bridgend,689,4,342,93,581,1070
W00000451,Bridgend 021,Bridgend,601,4,1166,43,645,78
W00000452,Bridgend 022,Bridgend,788,5,953,474,1,740
W00000453,Bridgend 023,Bridgend,815,5,788,1166,263,960
W00000454,Bridgend 024,Bridgend,1103,6,41,783,467,612
W00000455,Bridgend 025,Bridgend,782,5,483,367,662,154
W00000456,Bridgend 026,Bridgend,237,2,882,169,890,860
W00000457,Bridgend 027,Bridgend,1,1,418,1149,295,438
W00000458,Bridgend 028,Bridgend,825,5,917,544,434,1298
W00000459,Bridgend 029,Bridgend,1310,7,984,685,358,271
W00000460,Bridgend 030,Bridgend,848,5,793,1235,884,1
W00000461,Bridgend 031,Bridgend,1049,6,308,489,740,1560
W00000462,Bridgend 032,Bridgend,1831,10,857,573,842,1054
W00000463,Bridgend 033,Bridgend,528,3,1263,746,829,953
W00000464,Bridgend 034,Bridgend,810,5,936,391,448,148
W00000465,Bridgend 035,Bridgend,817,5,916,841,1254,647
W00000466,Bridgend 036,Bridgend,904,5,276,488,901,1037
W00000467,Bridgend 037,Bridgend,538,3,625,15,521,1056
W00000468,Bridgend 038,Bridgend,868,5,821,670,652,348
W00000469,Bridgend 039,Bridgend,915,5,793,855,460,1
W00000470,Bridgend 040,Bridgend,1066,6,486,289,900,471
W00000471,Bridgend 041,Bridgend,1052,6,861,935,156,1202
W00000472,Bridgend 042,Bridgend,749,4,523,709,8,836
W00000473,Bridgend 043,Bridgend,258,2,187,13,1051,363
W00000474,Bridgend 044,Bridgend,1232,7,466,1,246,1213
W00000475,Bridgend 045,Bridgend,590,4,462,716,831,1159
W00000476,Bridgend 046,Bridgend,1200,7,526,95,500,768
W00000477,Bridgend 047,Bridgend,283,2,322,793,632,664
W00000478,Bridgend 048,Bridgend,361,2,571,263,971,1122
W00000479,Bridgend 049,Bridgend,1,1,332,24,415,611
W00000480,Bridgend 050,Bridgend,99,1,334,230,724,681
W00000481,Bridgend 051,Bridgend,375,2,710,421,551,1413
W00000482,Bridgend 052,Bridgend,1159,7,205,996,942,126
W00000483,Bridgend 053,Bridgend,961,6,1175,180,318,1114
W00000484,Bridgend 054,Bridgend,753,4,838,792,791,45
W00000485,Bridgend 055,Bridgend,1047,6,1049,554,634,1
W00000486,Bridgend 056,Bridgend,845,5,845,624,1055,497
W00000487,Vale of Glamorgan 001,Vale of Glamorgan,1397,8,878,1190,1142,1294
W00000488,Vale of Glamorgan 002,Vale of Glamorgan,1070,6,1158,1518,1054,525
W00000489,Vale of Glamorgan 003,Vale of Glamorgan,1812,10,1635,702,1429,988
W00000490,Vale of Glamorgan 004,Vale of Glamorgan,1292,7,1292,1109,939,909
W00000491,Vale of Glamorgan 005,Vale of Glamorgan,879,5,937,1174,962,1486
W00000492,Vale of Glamorgan 006,Vale of Glamorgan,1720,10,1017,1292,1366,1398
W00000493,Vale of Glamorgan 007,Vale of Glamorgan,1226,7,1433,1385,788,1565
W00000494,Vale of Glamorgan 008,Vale of Glamorgan,1510,8,959,1214,1427,1112
W00000495,Vale of Glamorgan 009,Vale of Glamorgan,1575,9,1909,897,740,1327
W00000496,Vale of Glamorgan 010,Vale of Glamorgan,1452,8,1127,1759,754,1491
W00000497,Vale of Glamorgan 011,Vale of Glamorgan,987,6,1741,1909,945,969
W00000498,Vale of Glamorgan 012,Vale of Glamorgan,1500,8,1078,1182,1208,393
W00000499,Vale of Glamorgan 013,Vale of Glamorgan,1195,7,982,1010,1680,672
W00000500,Vale of Glamorgan 014,Vale of Glamorgan,1484,8,1112,1092,1462,1342
W00000501,Vale of Glamorgan 015,Vale of Glamorgan,1399,8,1504,1072,996,744
W00000502,Vale of Glamorgan 016,Vale of Glamorgan,911,5,1909,1679,750,644
W00000503,Vale of Glamorgan 017,Vale of Glamorgan,1368,8,1372,1411,1115,1147
W00000504,Vale of Glamorgan 018,Vale of Glamorgan,1314,7,1227,345,1123,842
W00000505,Vale of Glamorgan 019,Vale of Glamorgan,1261,7,1909,1341,1095,1587
W00000506,Vale of Glamorgan 020,Vale of Glamorgan,1368,8,1332,1433,1883,725
W00000507,Vale of Glamorgan 021,Vale of Glamorgan,1365,8,908,1413,894,1024
W00000508,Vale of Glamorgan 022,Vale of Glamorgan,1096,6,1507,1553,785,1223
W00000509,Vale of Glamorgan 023,Vale of Glamorgan,951,5,803,1116,1097,1909
W00000510,Vale of Glamorgan 024,Vale of Glamorgan,1351,8,766,982,1539,1909
W00000511,Vale of Glamorgan 025,Vale of Glamorgan,644,4,607,1909,1329,835
W00000512,Vale of Glamorgan 026,Vale of Glamorgan,1387,8,369,1201,1309,1588
W00000513,Vale of Glamorgan 027,Vale of Glamorgan,845,5,1226,843,1284,823
W00000514,Vale of Glamorgan 028,Vale of Glamorgan,1057,6,886,1450,1485,1101
W00000515,Vale of Glamorgan 029,Vale of Glamorgan,1213,7,743,1084,1183,1909
W00000516,Vale of Glamorgan 030,Vale of Glamorgan,810,5,1661,1583,1293,1909
W00000517,Vale of Glamorgan 031,Vale of Glamorgan,1330,7,1322,1179,1606,1660
W00000518,Vale of Glamorgan 032,Vale of Glamorgan,981,6,784,1121,933,1173
W00000519,Vale of Glamorgan 033,Vale of Glamorgan,1633,9,1055,1183,1219,1556
W00000520,Vale of Glamorgan 034,Vale of Glamorgan,413,3,1008,1281,1599,993
W00000521,Vale of Glamorgan 035,Vale of Glamorgan,543,3,1395,955,804,937
W00000522,Vale of Glamorgan 036,Vale of Glamorgan,1135,6,1009,350,1498,1735
W00000523,Vale of Glamorgan 037,Vale of Glamorgan,1428,8,841,1122,1197,1451
W00000524,Vale of Glamorgan 038,Vale of Glamorgan,1433,8,968,1231,1352,1811
W00000525,Vale of Glamorgan 039,Vale of Glamorgan,1446,8,1448,1232,1668,1372
W00000526,Vale of Glamorgan 040,Vale of Glamorgan,898,5,1642,1468,1052,998
W00000527,Vale of Glamorgan 041,Vale of Glamorgan,1303,7,1345,1275,1303,1909
W00000528,Vale of Glamorgan 042,Vale of Glamorgan,1575,9,1260,1562,856,1367
W00000529,Vale of Glamorgan 043,Vale of Glamorgan,1833,10,1131,873,983,742
W00000530,Vale of Glamorgan 044,Vale of Glamorgan,925,5,1083,658,1205,1578
W00000531,Vale of Glamorgan 045,Vale of Glamorgan,882,5,1678,1396,1542,923
W00000532,Vale of Glamorgan 046,Vale of Glamorgan,1499,8,856,1542,1257,1432
W00000533,Vale of Glamorgan 047,Vale of Glamorgan,788,5,918,1429,884,1394
W00000534,Vale of Glamorgan 048,Vale of Glamorgan,721,4,1467,725,1383,1462
W00000535,Vale of Glamorgan 049,Vale of Glamorgan,956,6,1383,1300,1020,776
W00000536,Merthyr Tydfil 001,Merthyr Tydfil,1,1,338,1,275,161
W00000537,Merthyr Tydfil 002,Merthyr Tydfil,440,3,173,148,444,362
W00000538,Merthyr Tydfil 003,Merthyr Tydfil,338,2,368,1,451,455
W00000539,Merthyr Tydfil 004,Merthyr Tydfil,1,1,188,237,214,362
W00000540,Merthyr Tydfil 005,Merthyr Tydfil,650,4,522,1,415,696
W00000541,Merthyr Tydfil 006,Merthyr Tydfil,358,2,524,869,522,333
W00000542,Merthyr Tydfil 007,Merthyr Tydfil,542,3,286,257,156,775
W00000543,Merthyr Tydfil 008,Merthyr Tydfil,20,1,636,403,1,373
W00000544,Merthyr Tydfil 009,Merthyr Tydfil,1,1,407,522,92,291
W00000545,Merthyr Tydfil 010,Merthyr Tydfil,797,5,122,1,644,909
W00000546,Merthyr Tydfil 011,Merthyr Tydfil,251,2,504,663,52,86
W00000547,Merthyr Tydfil 012,Merthyr Tydfil,594,4,674,423,15,917
W00000548,Merthyr Tydfil 013,Merthyr Tydfil,101,1,165,355,663,536
W00000549,Merthyr Tydfil 014,Merthyr Tydfil,366,2,366,263,398,1
W00000550,Merthyr Tydfil 015,Merthyr Tydfil,166,1,310,1,352,181
W00000551,Merthyr Tydfil 016,Merthyr Tydfil,741,4,646,106,209,225
W00000552,Merthyr Tydfil 017,Merthyr Tydfil,123,1,299,16,1,459
W00000553,Merthyr Tydfil 018,Merthyr Tydfil,426,3,47,525,82,335
W00000554,Merthyr Tydfil 019,Merthyr Tydfil,479,3,241,390,112,183
W00000555,Merthyr Tydfil 020,Merthyr Tydfil,192,2,61,195,1,84
W00000556,Merthyr Tydfil 021,Merthyr Tydfil,170,1,185,175,233,411
W00000557,Merthyr Tydfil 022,Merthyr Tydfil,494,3,86,1,1,86
W00000558,Merthyr Tydfil 023,Merthyr Tydfil,151,1,55,1,128,310
W00000559,Merthyr Tydfil 024,Merthyr Tydfil,416,3,109,122,3,239
W00000560,Merthyr Tydfil 025,Merthyr Tydfil,12,1,394,1,154,351
W00000561,Merthyr Tydfil 026,Merthyr Tydfil,301,2,928,357,1,217
W00000562,Merthyr Tydfil 027,Merthyr Tydfil,1,1,229,1,493,65
W00000563,Blaenau Gwent 001,Blaenau Gwent,170,1,56,678,123,749
W00000564,Blaenau Gwent 002,Blaenau Gwent,403,3,308,301,293,1
W00000565,Blaenau Gwent 003,Blaenau Gwent,130,1,390,186,1,184
W00000566,Blaenau Gwent 004,Blaenau Gwent,626,4,480,182,425,90
W00000567,Blaenau Gwent 005,Blaenau Gwent,1,1,1,629,134,126
W00000568,Blaenau Gwent 006,Blaenau Gwent,125,1,628,647,726,152
W00000569,Blaenau Gwent 007,Blaenau Gwent,273,2,1,606,1,265
W00000570,Blaenau Gwent 008,Blaenau Gwent,1,1,67,1,55,38
W00000571,Blaenau Gwent 009,Blaenau Gwent,62,1,387,1,252,565
W00000572,Blaenau Gwent 010,Blaenau Gwent,71,1,38,136,480,258
W00000573,Blaenau Gwent 011,Blaenau Gwent,67,1,308,1,361,322
W00000574,Blaenau Gwent 012,Blaenau Gwent,123,1,11,1,327,568
W00000575,Blaenau Gwent 013,Blaenau Gwent,40,1,303,1,61,190
W00000576,Blaenau Gwent 014,Blaenau Gwent,1,1,1,16,269,143
W00000577,Blaenau Gwent 015,Blaenau Gwent,1,1,1,33,308,1
W00000578,Blaenau Gwent 016,Blaenau Gwent,75,1,81,581,108,314
W00000579,Blaenau Gwent 017,Blaenau Gwent,235,2,1,411,251,352
W00000580,Blaenau Gwent 018,Blaenau Gwent,1181,7,1,674,131,286
W00000581,Blaenau Gwent 019,Blaenau Gwent,188,1,104,43,278,1
W00000582,Blaenau Gwent 020,Blaenau Gwent,387,3,106,1,93,577
W00000583,Blaenau Gwent 021,Blaenau Gwent,66,1,280,1,380,405
W00000584,Blaenau Gwent 022,Blaenau Gwent,662,4,160,383,223,588
W00000585,Blaenau Gwent 023,Blaenau Gwent,20,1,367,146,184,227
W00000586,Blaenau Gwent 024,Blaenau Gwent,263,2,173,259,574,495
W00000587,Blaenau Gwent 025,Blaenau Gwent,417,3,97,1,426,462
W00000588,Blaenau Gwent 026,Blaenau Gwent,568,3,64,136,1,82
W00000589,Blaenau Gwent 027,Blaenau Gwent,449,3,95,376,154,297
W00000590,Blaenau Gwent 028,Blaenau Gwent,1,1,219,1,155,1
W00000591,Blaenau Gwent 029,Blaenau Gwent,501,3,374,328,561,1
W00000592,Blaenau Gwent 030,Blaenau Gwent,636,4,409,134,469,1
W00000593,Blaenau Gwent 031,Blaenau Gwent,1,1,63,54,1,566
W00000594,Torfaen 001,Torfaen,401,3,620,261,1,623
W00000595,Torfaen 002,Torfaen,1,1,476,1,1217,915
W00000596,Torfaen 003,Torfaen,540,3,932,146,696,591
W00000597,Torfaen 004,Torfaen,600,4,935,806,604,1
W00000598,Torfaen 005,Torfaen,135,1,458,539,91,1599
W00000599,Torfaen 006,Torfaen,1076,6,705,530,423,65
W00000600,Torfaen 007,Torfaen,529,3,588,1,620,429
W00000601,Torfaen 008,Torfaen,1,1,205,327,1181,753
W00000602,Torfaen 009,Torfaen,1,1,666,1,890,285
W00000603,Torfaen 010,Torfaen,464,3,953,1,1,233
W00000604,Torfaen 011,Torfaen,894,5,1,1,337,751
W00000605,Torfaen 012,Torfaen,956,6,341,328,916,1
W00000606,Torfaen 013,Torfaen,352,2,565,687,315,515
W00000607,Torfaen 014,Torfaen,1,1,274,689,145,526
W00000608,Torfaen 015,Torfaen,669,4,382,571,152,405
W00000609,Torfaen 016,Torfaen,731,4,553,254,580,825
W00000610,Torfaen 017,Torfaen,1,1,896,359,653,1045
W00000611,Torfaen 018,Torfaen,1,1,257,379,217,1291
W00000612,Torfaen 019,Torfaen,174,1,310,585,66,319
W00000613,Torfaen 020,Torfaen,620,4,386,460,308,1
W00000614,Torfaen 021,Torfaen,622,4,1100,507,581,815
W00000615,Torfaen 022,Torfaen,17,1,1082,584,1089,165
W00000616,Torfaen 023,Torfaen,1190,7,765,731,584,386
W00000617,Torfaen 024,Torfaen,956,6,548,1,96,415
W00000618,Torfaen 025,Torfaen,617,4,480,1009,1,565
W00000619,Torfaen 026,Torfaen,1,1,759,460,651,106
W00000620,Torfaen 027,Torfaen,986,6,856,743,453,764
W00000621,Torfaen 028,Torfaen,231,2,792,1189,886,167
W00000622,Torfaen 029,Torfaen,637,4,57,739,662,1
W00000623,Torfaen 030,Torfaen,58,1,403,374,63,677
W00000624,Torfaen 031,Torfaen,595,4,433,184,878,1254
W00000625,Torfaen 032,Torfaen,316,2,290,705,370,436
W00000626,Torfaen 033,Torfaen,781,5,1,1051,526,312
W00000627,Torfaen 034,Torfaen,466,3,487,1,1039,518
W00000628,Torfaen 035,Torfaen,668,4,825,73,670,377
W00000629,Torfaen 036,Torfaen,821,5,1,458,282,697
W00000630,Torfaen 037,Torfaen,678,4,257,202,460,91
W00000631,Torfaen 038,Torfaen,819,5,373,1,364,26
W00000632,Torfaen 039,Torfaen,1,1,76,545,979,642
W00000633,Monmouthshire 001,Monmouthshire,1218,7,1523,1248,1202,984
W00000634,Monmouthshire 002,Monmouthshire,874,5,1294,1452,1372,1250
W00000635,Monmouthshire 003,Monmouthshire,1116,6,1564,965,1621,1039
W00000636,Monmouthshire 004,Monmouthshire,1174,7,1003,1234,1677,1585
W00000637,Monmouthshire 005,Monmouthshire,1693,9,1540,1035,1305,1119
W00000638,Monmouthshire 006,Monmouthshire,1799,10,1076,1694,1654,1909
W00000639,Monmouthshire 007,Monmouthshire,1277,7,1592,1909,1223,847
W00000640,Monmouthshire 008,Monmouthshire,835,5,1592,778,1293,1557
W00000641,Monmouthshire 009,Monmouthshire,1455,8,1514,1473,1764,1057
W00000642,Monmouthshire 010,Monmouthshire,1196,7,1191,1673,1656,1562
W00000643,Monmouthshire 011,Monmouthshire,1755,10,1081,1909,1834,1664
W00000644,Monmouthshire 012,Monmouthshire,1909,10,952,1226,1190,1659
W00000645,Monmouthshire 013,Monmouthshire,1084,6,1604,1852,1598,1502
W00000646,Monmouthshire 014,Monmouthshire,1103,6,1171,1812,1622,1385
W00000647,Monmouthshire 015,Monmouthshire,1274,7,853,1046,1909,939
W00000648,Monmouthshire 016,Monmouthshire,1456,8,1672,985,1452,1737
W00000649,Monmouthshire 017,Monmouthshire,1403,8,1909,849,1701,1337
W00000650,Monmouthshire 018,Monmouthshire,1631,9,1519,1158,1465,731
W00000651,Monmouthshire 019,Monmouthshire,1580,9,1480,1610,1701,1532
W00000652,Monmouthshire 020,Monmouthshire,1444,8,1162,1164,1738,1909
W00000653,Monmouthshire 021,Monmouthshire,1328,7,1412,1101,1734,1639
W00000654,Monmouthshire 022,Monmouthshire,1909,10,1162,1275,1465,1632
W00000655,Monmouthshire 023,Monmouthshire,1335,7,1164,1690,1605,1070
W00000656,Monmouthshire 024,Monmouthshire,1806,10,1715,1444,1422,1599
W00000657,Monmouthshire 025,Monmouthshire,1141,6,1408,689,1649,837
W00000658,Monmouthshire 026,Monmouthshire,1851,10,1310,1330,1221,1296
W00000659,Monmouthshire 027,Monmouthshire,1825,10,728,1821,1496,965
W00000660,Monmouthshire 028,Monmouthshire,1077,6,1852,1087,1071,1809
W00000661,Monmouthshire 029,Monmouthshire,1501,8,1146,1471,1107,1796
W00000662,Monmouthshire 030,Monmouthshire,1718,9,1543,1519,1901,1399
W00000663,Monmouthshire 031,Monmouthshire,1045,6,1521,1909,1110,1269
W00000664,Monmouthshire 032,Monmouthshire,1524,8,1385,1075,1719,1909
W00000665,Monmouthshire 033,Monmouthshire,1458,8,1155,888,1473,1797
W00000666,Monmouthshire 034,Monmouthshire,1542,9,1399,1205,1088,1700
W00000667,Neath Port Talbot 001,Neath Port Talbot,719,4,1,1012,590,987
W00000668,Neath Port Talbot 002,Neath Port Talbot,1,1,1,342,567,1154
W00000669,Neath Port Talbot 003,Neath Port Talbot,647,4,323,4,808,1
W00000670,Neath Port Talbot 004,Neath Port Talbot,969,6,310,1012,625,342
W00000671,Neath Port Talbot 005,Neath Port Talbot,218,2,292,564,425,150
W00000672,Neath Port Talbot 006,Neath Port Talbot,342,2,424,1,552,1
W00000673,Neath Port Talbot 007,Neath Port Talbot,1,1,1,1,1,102
W00000674,Neath Port Talbot 008,Neath Port Talbot,1083,6,234,468,533,455
W00000675,Neath Port Talbot 009,Neath Port Talbot,372,2,23,958,1000,1
W00000676,Neath Port Talbot 010,Neath Port Talbot,41,1,311,28,568,94
W00000677,Neath Port Talbot 011,Neath Port Talbot,1157,7,775,481,741,864
W00000678,Neath Port Talbot 012,Neath Port Talbot,202,2,142,430,686,458
W00000679,Neath Port Talbot 013,Neath Port Talbot,1,1,147,371,374,1228
W00000680,Neath Port Talbot 014,Neath Port Talbot,1,1,559,973,1155,230
W00000681,Neath Port Talbot 015,Neath Port Talbot,572,3,579,475,367,583
W00000682,Neath Port Talbot 016,Neath Port Talbot,1,1,614,448,326,1259
W00000683,Neath Port Talbot 017,Neath Port Talbot,163,1,273,1166,123,168
W00000684,Neath Port Talbot 018,Neath Port Talbot,348,2,664,480,1,176
W00000685,Neath Port Talbot 019,Neath Port Talbot,187,1,375,563,539,1
W00000686,Neath Port Talbot 020,Neath Port Talbot,772,5,479,933,547,862
W00000687,Neath Port Talbot 021,Neath Port Talbot,563,3,824,601,367,1354
W00000688,Neath Port Talbot 022,Neath Port Talbot,711,4,580,1,1,522
W00000689,Neath Port Talbot 023,Neath Port Talbot,450,3,206,454,928,692
W00000690,Neath Port Talbot 024,Neath Port Talbot,1,1,364,90,271,226
W00000691,Neath Port Talbot 025,Neath Port Talbot,232,2,4,350,213,1
W00000692,Neath Port Talbot 026,Neath Port Talbot,1118,6,742,255,406,1
W00000693,Neath Port Talbot 027,Neath Port Talbot,993,6,997,460,740,473
W00000694,Neath Port Talbot 028,Neath Port Talbot,1,1,270,450,248,308
W00000695,Neath Port Talbot 029,Neath Port Talbot,368,2,374,420,47,98
W00000696,Neath Port Talbot 030,Neath Port Talbot,1,1,708,1,783,982
W00000697,Neath Port Talbot 031,Neath Port Talbot,294,2,1,260,378,1
W00000698,Neath Port Talbot 032,Neath Port Talbot,219,2,882,655,92,1
W00000699,Neath Port Talbot 033,Neath Port Talbot,285,2,332,591,222,614
W00000700,Neath Port Talbot 034,Neath Port Talbot,1077,6,656,381,339,250
W00000701,Neath Port Talbot 035,Neath Port Talbot,813,5,202,417,417,189
W00000702,Neath Port Talbot 036,Neath Port Talbot,1,1,501,376,566,175
W00000703,Neath Port Talbot 037,Neath Port Talbot,827,5,123,1059,1,582
W00000704,Neath Port Talbot 038,Neath Port Talbot,566,3,149,563,825,1
W00000705,Neath Port Talbot 039,Neath Port Talbot,575,4,1,28,941,155
W00000706,Neath Port Talbot 040,Neath Port Talbot,1,1,337,1196,1,1
W00000707,Neath Port Talbot 041,Neath Port Talbot,924,5,985,360,1,1280
W00000708,Neath Port Talbot 042,Neath Port Talbot,958,6,613,87,383,332
W00000709,Neath Port Talbot 043,Neath Port Talbot,515,3,857,738,41,978
W00000710,Neath Port Talbot 044,Neath Port Talbot,509,3,616,964,30,384
W00000711,Neath Port Talbot 045,Neath Port Talbot,213,2,1,533,1235,1
W00000712,Neath Port Talbot 046,Neath Port Talbot,388,3,601,447,362,1
W00000713,Neath Port Talbot 047,Neath Port Talbot,481,3,161,1,797,802
W00000714,Neath Port Talbot 048,Neath Port Talbot,418,3,472,813,474,779
W00000715,Neath Port Talbot 049,Neath Port Talbot,295,2,813,523,464,1
W00000716,Neath Port Talbot 050,Neath Port Talbot,500,3,137,154,128,1
W00000717,Neath Port Talbot 051,Neath Port Talbot,1143,6,819,1139,1,429
W00000718,Neath Port Talbot 052,Neath Port Talbot,1,1,180,46,812,233
W00000719,Neath Port Talbot 053,Neath Port Talbot,773,5,590,1286,1,928
W00000720,Neath Port Talbot 054,Neath Port Talbot,801,5,93,787,511,304
W00000721,Neath Port Talbot 055,Neath Port Talbot,111,1,173,1189,400,728
W00000722,Neath Port Talbot 056,Neath Port Talbot,123,1,154,816,1,225
W00000723,Neath Port Talbot 057,Neath Port Talbot,411,3,435,331,531,690
W00000724,Neath Port Talbot 058,Neath Port Talbot,657,4,89,290,797,775
W00000725,Neath Port Talbot 059,Neath Port Talbot,1,1,510,1,415,1197
W00000726,Neath Port Talbot 060,Neath Port Talbot,68,1,137,694,1,134
W00000727,Neath Port Talbot 061,Neath Port Talbot,608,4,200,309,647,577
W00000728,Neath Port Talbot 062,Neath Port Talbot,493,3,293,542,358,592
W00000729,Neath Port Talbot 063,Neath Port Talbot,226,2,342,18,388,59
W00000730,Neath Port Talbot 064,Neath Port Talbot,10,1,481,481,660,218
W00000731,Neath Port Talbot 065,Neath Port Talbot,542,3,573,571,125,462
W00000732,Neath Port Talbot 066,Neath Port Talbot,527,3,402,1,453,1329
W00000733,Neath Port Talbot 067,Neath Port Talbot,273,2,170,543,503,900
W00000734,Neath Port Talbot 068,Neath Port Talbot,1,1,630,627,352,542
W00000735,Pembrokeshire 001,Pembrokeshire,1291,7,1198,422,1196,870
W00000736,Pembrokeshire 002,Pembrokeshire,927,5,925,837,1330,861
W00000737,Pembrokeshire 003,Pembrokeshire,474,3,765,974,1343,1175
W00000738,Pembrokeshire 004,Pembrokeshire,576,4,1749,1010,1360,830
W00000739,Pembrokeshire 005,Pembrokeshire,1102,6,1187,1409,1281,1297
W00000740,Pembrokeshire 006,Pembrokeshire,780,5,704,1039,1236,798
W00000741,Pembrokeshire 007,Pembrokeshire,1304,7,1396,516,597,835
W00000742,Pembrokeshire 008,Pembrokeshire,1016,6,720,1465,1053,917
W00000743,Pembrokeshire 009,Pembrokeshire,354,2,449,1017,130,1361
W00000744,Pembrokeshire 010,Pembrokeshire,839,5,1909,1864,834,851
W00000745,Pembrokeshire 011,Pembrokeshire,1278,7,1482,215,255,616
W00000746,Pembrokeshire 012,Pembrokeshire,1121,6,1069,1347,466,1
W00000747,Pembrokeshire 013,Pembrokeshire,1226,7,616,56,952,1261
W00000748,Pembrokeshire 014,Pembrokeshire,853,5,743,833,766,285
W00000749,Pembrokeshire 015,Pembrokeshire,628,4,1078,1034,960,446
W00000750,Pembrokeshire 016,Pembrokeshire,831,5,155,974,1415,227
W00000751,Pembrokeshire 017,Pembrokeshire,677,4,1012,1423,738,584
W00000752,Pembrokeshire 018,Pembrokeshire,151,1,935,1753,1000,889
W00000753,Pembrokeshire 019,Pembrokeshire,1022,6,896,560,1197,1002
W00000754,Pembrokeshire 020,Pembrokeshire,906,5,566,1444,1139,647
W00000755,Pembrokeshire 021,Pembrokeshire,1280,7,729,573,625,92
W00000756,Pembrokeshire 022,Pembrokeshire,1079,6,273,386,150,860
W00000757,Pembrokeshire 023,Pembrokeshire,842,5,788,464,476,1111
W00000758,Pembrokeshire 024,Pembrokeshire,690,4,1008,529,965,1494
W00000759,Pembrokeshire 025,Pembrokeshire,1122,6,758,1007,813,903
W00000760,Pembrokeshire 026,Pembrokeshire,776,5,843,988,541,436
W00000761,Pembrokeshire 027,Pembrokeshire,372,2,352,391,957,492
W00000762,Pembrokeshire 028,Pembrokeshire,1095,6,911,77,1136,1269
W00000763,Pembrokeshire 029,Pembrokeshire,522,3,1043,541,935,323
W00000764,Pembrokeshire 030,Pembrokeshire,218,2,769,848,756,360
W00000765,Pembrokeshire 031,Pembrokeshire,748,4,992,881,965,594
