Latitude,Longitude,CommonName,StopType,Status
51.528118586,-3.227195977,Caer Wenallt North,BCT,active
51.528771793,-3.227501864,Tyla Teg,BCT,active
51.530329062,-3.227341927,Haul Fryn,BCT,active
51.530640838,-3.2293398,Llwyd Coed,BCT,active
51.529392884,-3.231728096,Dan Y Graig,BCT,active
51.527994292,-3.233045423,Dan Y Graig,BCT,active
51.527374429,-3.23213491,Ardwyn,BCT,active
51.525808769,-3.232236787,Ardwyn,BCT,active
51.526403,-3.230450929,Maes yr Haf,BCT,active
51.526660672,-3.22903076,Caer Wenallt South,BCT,active
51.526155154,-3.229218958,Caer Wenallt South,BCT,active
51.524438654,-3.242780125,Asda Coryton,BCT,active
51.528826908,-3.244456569,Cwm Gwynlais,BCT,active
51.528806636,-3.244672256,Cwm Gwynlais,BCT,active
51.530239632,-3.246902649,Pantgwynlais,BCT,active
51.530736626,-3.249208474,Iron Bridge,BCT,active
51.531497263,-3.250397065,St Michael`s Close,BCT,active
51.532425056,-3.25277249,Bute Street,BCT,active
51.532654773,-3.253153646,Wyndham Street,BCT,active
51.535758,-3.25809783,Ynys Bridge,BCT,active
51.532502136,-3.251448225,Lewis Arms,BCT,active
51.53350356,-3.25029346,Castell Coch View,BCT,active
51.533628334,-3.250397802,Castell Coch View,BCT,active
51.536123963,-3.249096465,Catherine Drive,BCT,active
51.523479496,-3.230559494,Heol Pant Y Rhyn,BCT,active
51.523263903,-3.230539267,Heol Pant Y Rhyn,BCT,active
51.521806997,-3.232272882,Hollybush Inn,BCT,active
51.521777303,-3.232531529,Hollybush Inn,BCT,active
51.521227338,-3.233525629,Hollybush Inn,BCT,active
51.521512572,-3.233763957,Hollybush Inn,BCT,active
51.523337398,-3.236782654,Odet Court,BCT,active
51.524702868,-3.238203443,Village Hotel,BCT,active
51.521257423,-3.234938977,Oak House,BCT,active
51.521664459,-3.237270602,Beech House,BCT,active
51.519150614,-3.230471642,Whitchurch Hospital,BCT,active
51.518756974,-3.229423308,Whitchurch Hospital,BCT,active
51.516240387,-3.225017515,Whitchurch Library,BCT,active
51.514853905,-3.223049133,Penlline Court,BCT,active
51.514378091,-3.222114055,Plas y Llan,BCT,active
51.512579789,-3.219515197,Merthyr Road Shops,BCT,active
51.512440453,-3.219079151,Merthyr Road Shops,BCT,active
51.510316427,-3.214065354,Three Elms,BCT,active
51.510156407,-3.213888179,Three Elms,BCT,active
51.509753216,-3.211139569,Ararat Church,BCT,active
51.509785986,-3.210578449,Ararat Church,BCT,active
51.509420512,-3.206778971,The Philog,BCT,active
51.509541277,-3.205528503,The Philog,BCT,active
51.50895337,-3.20323625,The Philog,BCT,active
51.510249331,-3.2031263,Birchgrove Road,BCT,active
51.510160915,-3.202979869,Birchgrove Road,BCT,active
51.508328576,-3.201029544,Cross Inn,BCT,active
51.483276863,-3.17621968,Greyfriars Road Stop GN,BCT,active
51.481143302,-3.191602541,St Davids Hospital,BCT,active
51.481345023,-3.191218974,St Davids Hospital,BCT,active
51.481031951,-3.181706266,Castle Street,BCT,active
51.482102062,-3.179487322,Kingsway GA,BCT,active
51.482240903,-3.17951973,Kingsway GB,BCT,active
51.482676961,-3.179545362,Kingsway GC,BCT,active
51.483033202,-3.178992897,Kingsway Hilton GP,BCT,active
51.482361243,-3.179177205,Kingsway GR,BCT,active
51.477302089,-3.177059548,Wyndham Arcade Stop JE,BCT,active
51.477322009,-3.17374811,Bute Terrace Stop 1,BCT,active
51.481949872,-3.173146891,Churchill Way Stop HR,BCT,active
51.481449244,-3.17058509,Queen Street HF,BCT,active
51.486105983,-3.176551738,National Museum Stop RG,BCT,active
51.486273606,-3.176872908,National Museum Stop RF,BCT,active
51.488060099,-3.178056759,University RE,BCT,active
51.489169031,-3.181340522,Park Place Stop RC,BCT,active
51.489321273,-3.181402071,Park Place Stop RB,BCT,active
51.489695175,-3.187115562,Rosemount,BCT,active
51.487617756,-3.184901177,Corbett Road,BCT,active
51.486769497,-3.183885376,College Road RK,BCT,active
51.484321271,-3.180984806,Law Courts RJ,BCT,active
51.525054365,-3.203574226,Caerphilly Crossroads,BCT,active
51.523837497,-3.207361949,Heol y Felin,BCT,active
51.523664918,-3.207530356,Heol y Felin,BCT,active
51.522487304,-3.21098738,Beulah Road Shops,BCT,active
51.522241762,-3.211254729,Beulah Road Shops,BCT,active
51.518375434,-3.209494676,Pantbach Road,BCT,active
51.518268601,-3.209390957,Pantbach Road,BCT,active
51.517687663,-3.212531894,Tyn Y Parc Road,BCT,active
51.51753231,-3.212772778,Tyn Y Parc Road,BCT,active
51.517107388,-3.215600708,Masons Arms,BCT,active
51.517118644,-3.21624956,Masons Arms,BCT,active
51.516736174,-3.217579701,Treoda Court,BCT,active
51.516814984,-3.217783574,Treoda Court,BCT,active
51.519163614,-3.221074729,Caedelyn Road,BCT,active
51.518611822,-3.220526696,Heol y Forlan,BCT,active
51.516241238,-3.215015575,Tyn y Parc Road,BCT,active
51.515353442,-3.213046364,Heol Nest,BCT,active
51.51450818,-3.211308942,Manor Rise,BCT,active
51.511184908,-3.204836968,Pantbach Place,BCT,active
51.510273755,-3.204250932,Manor Way,BCT,active
51.512486301,-3.207695829,Westfield Road,BCT,active
51.514142738,-3.210996608,Manor Rise,BCT,active
51.515234046,-3.213288191,High School,BCT,active
51.516324562,-3.215651923,Tyn y Parc Road,BCT,active
51.517749442,-3.218716489,Brocastle Road,BCT,active
51.509527296,-3.213857044,College Road,BCT,active
51.508028225,-3.215344593,Tynewydd,BCT,active
51.507404072,-3.215702621,Heol Gabriel,BCT,active
51.504900582,-3.218661749,Colwinstone Street,BCT,active
51.504483325,-3.219010822,Aberporth Road,BCT,active
51.502621767,-3.219033175,Boncath Road,BCT,active
51.501937006,-3.215701176,Bacton Road,BCT,active
51.503249943,-3.213085069,Cathedral View,BCT,active
51.501360521,-3.213193367,Master Gunner,BCT,active
51.500374181,-3.208571339,Western Drive,BCT,active
51.501964249,-3.206970958,Aberporth Road,BCT,active
51.536556032,-3.258307279,Ynys Bridge East,BCT,active
51.537453435,-3.260148797,Ynys Bridge,BCT,active
51.53954063,-3.271713164,Heol y Nant,BCT,active
51.543468958,-3.274303058,School House,BCT,active
51.543785364,-3.274542661,Gwaelod-y-garth Primary School,BCT,active
51.548582379,-3.277056392,Garth Olwg,BCT,active
51.538846044,-3.266099144,Securicor,BCT,active
51.539011589,-3.26781966,Securicor,BCT,active
51.53475941,-3.261891066,Ynys Bridge,BCT,active
51.53384535,-3.261202544,Ynys Bridge,BCT,active
51.525750622,-3.265562812,Ffordd y Berllan,BCT,active
51.528101677,-3.259328307,Gelynis Terrace,BCT,active
51.527697471,-3.259288321,Gelynis Terrace,BCT,active
51.525884562,-3.258128331,Graig Wen,BCT,active
51.525757167,-3.258268969,Graig Wen,BCT,active
51.52435984,-3.260277319,Ael y Bryn,BCT,active
51.524288081,-3.260260923,Ael y Bryn,BCT,active
51.521957542,-3.260412779,Graig Hir,BCT,active
51.521813873,-3.261230399,Radyr Primary School,BCT,active
51.521542325,-3.263067854,Coed y Llyn,BCT,active
51.52152,-3.26347082,Coed y Llyn,BCT,active
51.522154956,-3.264627098,Pentwyn,BCT,active
51.522223762,-3.264917284,Pentwyn,BCT,active
51.520890451,-3.267647732,Hazel Tree Close,BCT,active
51.520659223,-3.267410695,Sycamore Tree Close,BCT,active
51.519387735,-3.266914172,Oak Tree Close,BCT,active
51.519050657,-3.266486841,Ash Tree Close,BCT,active
51.517406496,-3.263025478,Ffordd Las,BCT,active
51.517243922,-3.262257123,Ffordd Las,BCT,active
51.518366157,-3.264089747,Dan-Y-Bryn Avenue,BCT,active
51.519520676,-3.262925433,Dan-Y-Bryn Ave,BCT,active
51.519671019,-3.26232424,Clos Brynmellyn,BCT,active
51.518332705,-3.260514466,Park Road,BCT,active
51.518330993,-3.259837021,Park Road,BCT,active
51.5186875,-3.257180515,Radyr Library,BCT,active
51.518851812,-3.256550845,Radyr Police Station,BCT,active
51.517589946,-3.254311,Danybryn,BCT,active
51.517452742,-3.253687496,Danybryn,BCT,active
51.515844613,-3.251870666,Station Road,BCT,active
51.514645891,-3.251290156,Kings Rd,BCT,active
51.513276369,-3.250704999,Christ Church,BCT,active
51.511553189,-3.250398406,Woodfield Avenue,BCT,active
51.511245156,-3.250173841,Radyr Comprehensive School,BCT,active
51.508524408,-3.250257829,Heol Isaf,BCT,active
51.508197413,-3.250565885,Heol Isaf,BCT,active
51.506630274,-3.249961018,Shepley Court,BCT,active
51.506605302,-3.249773017,Shepley Court,BCT,active
51.502929392,-3.245378891,Radyr Chain,BCT,active
51.502470204,-3.244588354,Radyr Chain,BCT,active
51.502949111,-3.243520816,Heol Seddon,BCT,active
51.503127523,-3.243655345,Heol Seddon,BCT,active
51.504692626,-3.239361038,Radyr Court,BCT,active
51.504497448,-3.2391108,Blethin Close,BCT,active
51.502473572,-3.236620993,Burne Jones Close,BCT,active
51.502332628,-3.236343431,Burne Jones Close,BCT,active
51.500334072,-3.235713055,Heol Urban,BCT,active
51.500196651,-3.235954256,Heol Urban,BCT,active
51.499771901,-3.237008869,Tangmere Drive,BCT,active
51.499564022,-3.235404088,Danescourt Way,BCT,active
51.499005231,-3.233818657,Triscombe Drive,BCT,active
51.499062501,-3.233503258,Llantrisant Rise,BCT,active
51.497605891,-3.229214113,Gillian Road,BCT,active
51.497632636,-3.230093608,Gillian Road,BCT,active
51.497053046,-3.227052748,BBC Studios,BCT,active
51.497035117,-3.226187909,BBC Studios,BCT,active
51.496299119,-3.222808088,Heathcock,BCT,active
51.493760891,-3.220266039,Black Lion,BCT,active
51.493666353,-3.219845772,Black Lion,BCT,active
51.492033246,-3.213449844,Howells School,BCT,active
51.491860657,-3.213618112,Howells School,BCT,active
51.488738011,-3.207759444,Penhill,BCT,active
51.489241291,-3.209529971,Llandaff Fields,BCT,active
51.497087213,-3.22378351,Rowing Club,BCT,active
51.499672071,-3.227684967,Radyr Court Road,BCT,active
51.499502903,-3.227075363,Bridge Road,BCT,active
51.501837366,-3.226993978,Ysgol Glantaf,BCT,active
51.501757365,-3.226905384,Ysgol Glantaf,BCT,active
51.502629989,-3.226006731,Cow & Snuffers,BCT,active
51.504202122,-3.227864369,James & Jenkins,BCT,active
51.504360009,-3.228243229,James & Jenkins,BCT,active
51.506704277,-3.228493596,Llandaff Station,BCT,active
51.506959148,-3.228197862,Llandaff Station,BCT,active
51.509441425,-3.228149349,Church Road,BCT,active
51.508735488,-3.227726892,Wingfield Rd,BCT,active
51.510827298,-3.228042522,Clos Newydd,BCT,active
51.511086632,-3.228179191,Clos Newydd,BCT,active
51.514000179,-3.229021368,Kelston Road,BCT,active
51.513929925,-3.228860952,Kelston Road,BCT,active
51.515759899,-3.228420208,Velindre Hospital,BCT,active
51.515848197,-3.227716401,Velindre Hospital,BCT,active
51.515750143,-3.225465539,Whitchurch Library,BCT,active
51.515862231,-3.225065015,Whitchurch Library,BCT,active
51.523553837,-3.235462373,Coryton Rise,BCT,active
51.524231944,-3.234255493,Coryton Rise,BCT,active
51.515309146,-3.231103072,Glendower Court,BCT,active
51.513564098,-3.235437015,Forest Farm Road,BCT,active
51.512676793,-3.236868507,Mellingriffith Drive,BCT,active
51.510946862,-3.236346102,Clos Ty Clyd,BCT,active
51.508341392,-3.231866241,Ty Mawr Villas,BCT,active
51.510945412,-3.224486343,Bishops Place,BCT,active
51.469675291,-3.197220965,Sloper Road,BCT,active
51.46691834,-3.199509805,Bessemer Road,BCT,active
51.470398135,-3.209146655,Leckwith Bridge,BCT,active
51.470377928,-3.209362084,Leckwith Bridge,BCT,active
51.465023701,-3.196609737,Glynstell Close,BCT,active
51.464548691,-3.195575215,Glynstell Close,BCT,active
51.509008745,-3.218771385,Clas Tynewdd,BCT,active
51.506523452,-3.226010392,Clyro Place,BCT,active
51.504443104,-3.223735668,Caldy Road,BCT,active
51.502828853,-3.225046747,Clarbeston Rd,BCT,active
51.502318972,-3.220480263,Gabalfa Library,BCT,active
51.500011071,-3.221916913,Whitefield Rd,BCT,active
51.499647616,-3.220552953,Bala Rd,BCT,active
51.501619358,-3.215116425,Bacton Road,BCT,active
51.502559292,-3.219852746,Boncath Rd,BCT,active
51.503720272,-3.213688291,Heol Amlwch,BCT,active
51.503231407,-3.211398852,Waterston Rd,BCT,active
51.502198214,-3.207827187,Western Drive,BCT,active
51.50025918,-3.20925983,Gabalfa Ave,BCT,active
51.501085722,-3.212811481,Master Gunner,BCT,active
51.504451885,-3.202022622,Appledore Road,BCT,active
51.504502631,-3.204963248,Kemys Place,BCT,active
51.502098708,-3.201758986,Porthkerry Place,BCT,active
51.50060072,-3.198766128,Wyfan Place,BCT,active
51.499500394,-3.195567776,Maelog Place,BCT,active
51.503837823,-3.199643536,Ventnor Place,BCT,active
51.502374113,-3.202962064,Mynachdy Road,BCT,active
51.49932998,-3.205604777,Gabalfa Tesco,BCT,active
51.4991778,-3.207286334,Gabalfa Tesco,BCT,active
51.495396149,-3.211263132,Cardiff Met Llandaff,BCT,active
51.490951094,-3.219816494,Caewel Road,BCT,active
51.489861759,-3.22511678,Insole Place,BCT,active
51.487751004,-3.22832968,Waungron Road,BCT,active
51.48480178,-3.227458297,Ely Bridge,BCT,active
51.484008473,-3.224210977,Windway Road,BCT,active
51.483203543,-3.220344191,Victoria Park 5,BCT,active
51.479377339,-3.206892891,Beda Road,BCT,active
51.479450535,-3.207643644,Beda Road,BCT,active
51.480609962,-3.212052107,Lansdowne Road,BCT,active
51.481031183,-3.213056939,Lansdowne Road,BCT,active
51.482452311,-3.218221536,Victoria Park,BCT,active
51.482378151,-3.218435579,Victoria Park,BCT,active
51.483743901,-3.22371423,Windway Road,BCT,active
51.484365115,-3.226222403,Ely Bridge,BCT,active
51.486647053,-3.228991336,Ely Road,BCT,active
51.489310301,-3.227118488,Bishops Walk,BCT,active
51.491031397,-3.220740497,Caewel Road,BCT,active
51.492165811,-3.216276629,Cardiff Road,BCT,active
51.494825704,-3.212515669,Cardiff Met Llandaff,BCT,active
51.499290658,-3.207678297,Gabalfa Tesco,BCT,active
51.4883351,-3.229223977,Waungron Park Station,BCT,active
51.488488755,-3.230005886,Waun-gron Park Railway Station,BCT,active
51.48881359,-3.234177205,Norbury Road,BCT,active
51.488981133,-3.235751731,Mcclay Court,BCT,active
51.489319716,-3.23734525,Llangattock Road,BCT,active
51.489338956,-3.23977997,The Fairwater,BCT,active
51.489630732,-3.240248803,The Fairwater,BCT,active
51.489911348,-3.243468452,Everswell Rd,BCT,active
51.489754405,-3.243853081,Wellwright Road,BCT,active
51.489684535,-3.246198976,Gorse Place,BCT,active
51.489207337,-3.248792998,St Fagans Rise,BCT,active
51.489009356,-3.249651795,Fairways Crescent,BCT,active
51.488967106,-3.251926384,Forest View,BCT,active
51.488888732,-3.252529181,Tatem Drive,BCT,active
51.485545037,-3.269129895,Castle Hill Court,BCT,active
51.486733819,-3.267693856,St Mary's Church,BCT,active
51.487003342,-3.267715736,St Fagans Church,BCT,active
51.490317038,-3.27021309,The Cottage,BCT,active
51.491375368,-3.27129402,Gilfach Cottages,BCT,active
51.491439854,-3.271151771,Gilfach Cottages,BCT,active
51.49307519,-3.271658251,St Fagans Terminus,BCT,active
51.490256921,-3.269952149,ParkView,BCT,active
51.487175567,-3.24028299,Cartwright Lane,BCT,active
51.487036738,-3.243202995,Bwlch Road,BCT,active
51.488942658,-3.249160254,Fairways Crescent,BCT,active
51.486879459,-3.247850815,Landwade Close,BCT,active
51.486803298,-3.244017602,Bwlch Road,BCT,active
51.490910727,-3.240802092,Fairwater Health Centre,BCT,active
51.490988431,-3.241106688,Fairwater Health Centre,BCT,active
51.492664993,-3.243269705,Poplar Road,BCT,active
51.492847355,-3.243879663,Poplar Road,BCT,active
51.495063415,-3.245193265,Fairwater RFC,BCT,active
51.495770514,-3.245500649,Fairwater RFC,BCT,active
51.500720922,-3.245044939,Tangmere Drive,BCT,active
51.50094489,-3.24512308,Camellia Court,BCT,active
51.49954286,-3.245056049,Waterhall Road,BCT,active
51.499413065,-3.244577089,Cosheston Close,BCT,active
51.499148938,-3.241501277,Keyston Road,BCT,active
51.499131726,-3.240578785,Keyston Road,BCT,active
51.498035327,-3.239670225,Holy Family Church,BCT,active
51.497562545,-3.239311648,Carter Place,BCT,active
51.496080334,-3.237470729,Pwllmelin Road,BCT,active
51.495879984,-3.237710197,Pwllmelin Road,BCT,active
51.490490096,-3.245702405,Holly Road,BCT,active
51.491474027,-3.246190165,Gorse Place,BCT,active
51.493197128,-3.248196213,Pinehurst Road,BCT,active
51.493185072,-3.248483979,Pinehurst Road,BCT,active
51.493143268,-3.254086289,Willowdale Road,BCT,active
51.490874931,-3.255147547,Firs Avenue,BCT,active
51.490606374,-3.253354078,Shamrock Rd,BCT,active
51.493223875,-3.252835313,Beechley Drive,BCT,active
51.495610065,-3.257164763,Maple Drive,BCT,active
51.496593792,-3.257667227,Bishop Hannon Drive,BCT,active
51.496832176,-3.254720574,Ashcroft Crescent,BCT,active
51.496943283,-3.2544211,Ashcroft Crescent,BCT,active
51.496792347,-3.252558593,Beechley Drive,BCT,active
51.496628846,-3.249341603,Roche Crescent,BCT,active
51.496640809,-3.248218273,Roche Crescent,BCT,active
51.496401061,-3.247088071,Waterhall Road,BCT,active
51.495940477,-3.24304192,Kerrigan Close,BCT,active
51.495955266,-3.242494908,Peter Lea Primary,BCT,active
51.495654519,-3.241175824,Whitland Close,BCT,active
51.495565084,-3.240280252,Ferrier Ave,BCT,active
51.495318061,-3.237277216,Pwllmelin Road,BCT,active
51.495334343,-3.236586196,Pwllmelin Road,BCT,active
51.494800571,-3.232624706,Bishop of Llandaff,BCT,active
51.494710829,-3.232607879,Bishop of Llandaff,BCT,active
51.494013453,-3.228800547,Rookwood Avenue,BCT,active
51.494064192,-3.227390219,Llandaff Chase,BCT,active
51.494311557,-3.224371794,Rookwood Hospital,BCT,active
51.494555827,-3.222505667,Rookwood Hospital,BCT,active
51.483022099,-3.218769579,Victoria Park 2,BCT,active
51.486507861,-3.216471702,Chargot Road,BCT,active
51.486573431,-3.216631902,Chargot Road,BCT,active
51.488423937,-3.224170828,The Insole,BCT,active
51.488589736,-3.225514776,Insole Shops,BCT,active
51.489138223,-3.21948003,Pencisely Road,BCT,active
51.489301609,-3.218015258,Pencisely Road,BCT,active
51.489142305,-3.214755804,Palace Road,BCT,active
51.489316685,-3.214414756,Palace Road,BCT,active
51.49223486,-3.215687885,Western Avenue,BCT,active
51.488978515,-3.21407449,Palace Road,BCT,active
51.488360991,-3.21031325,Dulwich House,BCT,active
51.488614103,-3.211054521,Penhill Close,BCT,active
51.486759243,-3.206065241,Greenfield Avenue,BCT,active
51.486035981,-3.205570872,Romilly Road,BCT,active
51.484322161,-3.203466189,Carmarthen Street,BCT,active
51.483887586,-3.202878674,Glynne Street,BCT,active
51.482580139,-3.202354618,Market Place,BCT,active
51.482107386,-3.201982151,Gray Lane,BCT,active
51.479311953,-3.199244581,Railway Terrace,BCT,active
51.479961232,-3.197303141,Wellington Street,BCT,active
51.481953063,-3.196851276,Wyndham Crescent,BCT,active
51.482120777,-3.197158093,Wyndham Crescent,BCT,active
51.483561191,-3.198751203,St Mary's School,BCT,active
51.484191937,-3.199502242,Wyndham Road,BCT,active
51.484886041,-3.201090288,Turberville Place,BCT,active
51.485652393,-3.205272706,Suffolk House,BCT,active
51.485492317,-3.205974197,Suffolk House,BCT,active
51.485273437,-3.208892074,Thompsons Park,BCT,active
51.485143872,-3.209248701,Romilly Place,BCT,active
51.485899551,-3.212696475,Clive Road,BCT,active
51.485874124,-3.213415921,Fern Street,BCT,active
51.532020947,-3.111778029,Tyrwinch Road,BCT,active
51.476230096,-3.271549586,Deepwood Close,BCT,active
51.475793619,-3.273654147,Denison Way,BCT,active
51.474861,-3.2743333,Coed Arhyd,BCT,active
51.473568106,-3.272411462,Mansell Ave,BCT,active
51.473283077,-3.270502924,Michaelston College,BCT,active
51.473427273,-3.269643017,Michaelston Road,BCT,active
51.473879856,-3.26936761,Michaelston Road,BCT,active
51.471789869,-3.268892044,Llanover Rd,BCT,active
51.471636271,-3.268959772,Llanover Rd,BCT,active
51.468656496,-3.268445171,Llanover Rd,BCT,active
51.468450677,-3.268353079,Llanover Road,BCT,active
51.468007038,-3.258622896,Farmhouse Way,BCT,active
51.467870189,-3.258806288,Farmhouse Way,BCT,active
51.469548973,-3.257383973,Lon Owain,BCT,active
51.469619263,-3.255859786,Cwrt-Yr-Ala Road,BCT,active
51.466845387,-3.252904314,Cwrt-Yr-Ala Road,BCT,active
51.467741826,-3.254843644,Heol Yr Odyn,BCT,active
51.469186429,-3.256812513,Caerau Lane,BCT,active
51.484575553,-3.175835446,Gorsedd Gardens,BCT,active
51.481593923,-3.196798668,Wyndham Crescent,BCT,active
51.481488128,-3.197472746,Wyndham Crescent,BCT,active
51.481374977,-3.199745138,Albert Street,BCT,active
51.481512915,-3.2003248,Albert Street,BCT,active
51.481715083,-3.202951134,Canton Chapter Arts Centre,BCT,active
51.48188219,-3.203315561,Canton Chapter Arts Centre,BCT,active
51.48204796,-3.206891401,Radnor Court,BCT,active
51.482197817,-3.207183383,Radnor Court,BCT,active
51.482644709,-3.211803635,Clive Road,BCT,active
51.482540765,-3.212290526,Clive Road,BCT,active
51.4827646,-3.214989533,Nesta Road,BCT,active
51.482636509,-3.215202149,Wessex St,BCT,active
51.482863079,-3.218909379,Victoria Park 3,BCT,active
51.482673074,-3.234083396,Colin Way,BCT,active
51.480511508,-3.237826838,Aldi,BCT,active
51.478782535,-3.240616863,The Pendine,BCT,active
51.476499859,-3.246429915,Ely Police Station,BCT,active
51.475214715,-3.250585018,Wilson Road,BCT,active
51.473377735,-3.255876629,Dusty Forge,BCT,active
51.471465615,-3.258934064,Heol Trelai,BCT,active
51.46866035,-3.264759628,Knightswell,BCT,active
51.467230934,-3.268060111,Cowbridge Road,BCT,active
51.467593931,-3.267753448,Cowbridge Road,BCT,active
51.469398264,-3.263873008,Culverhouse Pub,BCT,active
51.470362216,-3.257852661,Cyntwell Avenue,BCT,active
51.470463724,-3.257610694,Cyntwell Avenue,BCT,active
51.470314784,-3.254727082,Ty Newydd Ely Stop 2,BCT,active
51.470180098,-3.254708989,Ty Newydd Ely Stop 1,BCT,active
51.470424927,-3.251994559,Heol Trenewydd,BCT,active
51.470855029,-3.25045138,Heol-y-Gaer,BCT,active
51.470957353,-3.249287959,Home Guard Club,BCT,active
51.472241623,-3.25112282,Caerau Road,BCT,active
51.471757333,-3.253528437,Cyntwell Place,BCT,active
51.470729116,-3.25550153,Caerau Lane,BCT,active
51.471656535,-3.24696019,Home Guard Club,BCT,active
51.472364991,-3.243754312,Newgale Place,BCT,active
51.473087831,-3.240030383,Heol Pennar,BCT,active
51.47343824,-3.238355258,Distribution Centre,BCT,active
51.473895556,-3.235919869,Emblem Close,BCT,active
51.473962275,-3.235561705,Emblem Close,BCT,active
51.475258631,-3.233710456,Dew Crescent,BCT,active
51.475544323,-3.233905355,Dew Crescent,BCT,active
51.476750508,-3.235493065,Trelai School,BCT,active
51.476606678,-3.235489178,Trelai School,BCT,active
51.475571139,-3.23733309,Bishopston Road,BCT,active
51.475253167,-3.237641265,Bishopston Road,BCT,active
51.475241308,-3.238764074,Haverford Way,BCT,active
51.475492098,-3.238857264,Haverford Way,BCT,active
51.477986746,-3.241041665,Amroth Road,BCT,active
51.477939818,-3.24122759,Narberth Road,BCT,active
51.473568227,-3.239669049,Heol Pennar,BCT,active
51.473158048,-3.238491653,Distribution Centre,BCT,active
51.472673103,-3.240983821,Canaston Place,BCT,active
51.472291872,-3.243018016,Newgale Place,BCT,active
51.471452995,-3.246652283,Prendergast Place,BCT,active
51.471498829,-3.261699386,Cambria Road,BCT,active
51.471044866,-3.261269323,Haig Place,BCT,active
51.473747246,-3.262495764,Deere Road,BCT,active
51.475093156,-3.263598463,Penmark Rd,BCT,active
51.47418776,-3.267504314,Western Cemetery,BCT,active
51.473740163,-3.267319121,Western Cemetery,BCT,active
51.472657828,-3.263459166,Green Farm Close,BCT,active
51.472545465,-3.263038511,Green Farm Close,BCT,active
51.475366248,-3.263289229,Mostyn Road,BCT,active
51.475579035,-3.260228071,Snowden Road,BCT,active
51.476402707,-3.257212482,Foxglove Close,BCT,active
51.477566512,-3.254335717,St Francis School,BCT,active
51.479128463,-3.25037528,Resurrection Church,BCT,active
51.479882217,-3.247991001,Red House Road,BCT,active
51.481708161,-3.243706109,Charteris Green,BCT,active
51.480094677,-3.239831639,Highmead Road,BCT,active
51.48129421,-3.242888389,St Davids Crescent,BCT,active
51.479764792,-3.247195766,Red House Road,BCT,active
51.478489071,-3.2513082,Howell Road,BCT,active
51.477177506,-3.254555439,St Francis Centre,BCT,active
51.476020987,-3.257590768,Parker Road,BCT,active
51.475316642,-3.260379228,Mcdonald Rd,BCT,active
51.476311671,-3.260665851,Sevenoaks Road,BCT,active
51.477843415,-3.260376893,Jackson Road,BCT,active
51.479664099,-3.256625356,Snowden Road,BCT,active
51.481535614,-3.25735366,Cadvan Road,BCT,active
51.48142797,-3.255651372,Archer Road,BCT,active
51.481761488,-3.253053921,Llewellyn Avenue,BCT,active
51.481694188,-3.252620041,Llewellyn Ave,BCT,active
51.482190368,-3.249940594,Baptist Church,BCT,active
51.481703869,-3.250028098,Baptist Church,BCT,active
51.482980884,-3.246635453,Archer Terrace,BCT,active
51.483426873,-3.246129157,Plymouth Wood Rd,BCT,active
51.483719183,-3.244005663,Charteris Road,BCT,active
51.483630817,-3.24385924,Charteris Road,BCT,active
51.484178906,-3.240504106,Bowling Green,BCT,active
51.484353512,-3.240148796,Bowling Green,BCT,active
51.483858297,-3.237658246,Pendoylan Court,BCT,active
51.482052771,-3.23663007,Pendine Road,BCT,active
51.484189026,-3.236140598,Cherrydale Road,BCT,active
51.483834019,-3.23313542,Mill Road,BCT,active
51.471112268,-3.260018571,Green Farm Road,BCT,active
51.473189773,-3.256634585,Dusty Forge,BCT,active
51.474828327,-3.252244732,Wilson Road,BCT,active
51.476661515,-3.246448722,Ely Police Station,BCT,active
51.478142754,-3.242442702,Amroth Road,BCT,active
51.480232399,-3.238712121,Grand Avenue,BCT,active
51.481885467,-3.235847906,Heol-y-Felin,BCT,active
51.483200974,-3.233478381,Ely Legion,BCT,active
51.475656315,-3.208479364,Lawrenny Avenue,BCT,active
51.475561839,-3.201925246,Leckwith Close,BCT,active
51.475702866,-3.202202538,Leckwith Close,BCT,active
51.473870025,-3.197661972,Dunraven Rd,BCT,active
51.472487282,-3.199223951,Bus Depot,BCT,active
51.472116216,-3.198998272,Bus Depot,BCT,active
51.47057454,-3.197215715,Bessemer Road,BCT,active
51.469722088,-3.195278553,Wynnstay Close,BCT,active
51.470553875,-3.193068671,Sevenoaks Park,BCT,active
51.47075311,-3.192929893,Powderham Drive,BCT,active
51.471642438,-3.194781631,Eddystone Close,BCT,active
51.469336565,-3.195167695,Ninian Park School,BCT,active
51.469157508,-3.19509103,City Gardens,BCT,active
51.467696535,-3.191093764,Penarth Road,BCT,active
51.467804611,-3.188418791,Stockland Street,BCT,active
51.467685558,-3.188631648,Stockland Street,BCT,active
51.466352239,-3.187992351,Wilfred Brook House,BCT,active
51.466167395,-3.187598852,Wilfred Brook House,BCT,active
51.465180436,-3.187386077,Bromsgrove Street,BCT,active
51.464736204,-3.186856298,Bromsgrove Street,BCT,active
51.46301836,-3.18600559,Ferry Road,BCT,active
51.462773748,-3.186186384,Clive Street,BCT,active
51.460673638,-3.186678913,Staples,BCT,active
51.460341023,-3.186670284,Staples,BCT,active
51.457519669,-3.184682767,Cardiff Bay Asda,BCT,active
51.456924053,-3.184005252,Cardiff Bay Asda,BCT,active
51.4603362,-3.183589768,Beecher Avenue,BCT,active
