school_name,school_type,local_authority,sector,pupils,postcode,latitude,longitude,near_transport,wimd_decile,deprivation,fsm_pct,attendance_pct,gcse_pass_pct
The Rofft CP School,"Nursery, Infants & Juniors",Wrexham,Primary,217.0,LL12 8LA,53.08953381075152,-2.959710407442873,True,9,low_deprivation,3.3,96.5,
Froncysyllte,"Nursery, Infants & Juniors",Wrexham,Primary,11.0,LL20 7SU,52.96314262252373,-3.087955544043139,True,6,medium_deprivation,17.0,91.9,
Garth CP,"Nursery, Infants & Juniors",Wrexham,Primary,58.0,LL20 7UY,52.97698835853944,-3.105311440883672,True,3,high_deprivation,31.5,91.8,
Ysgol Cynddelw,"Nursery, Infants & Juniors",Wrexham,Primary,83.0,LL20 7HH,52.933719233403465,-3.1811595670525272,True,8,low_deprivation,5.8,96.9,
Llanarmon DC School,"Nursery, Infants & Juniors",Wrexham,Primary,22.0,LL20 7LF,52.88533700328944,-3.255535728959009,True,7,medium_deprivation,17.6,93.6,
Ysgol Acrefair,"Nursery, Infants & Juniors",Wrexham,Primary,205.0,LL14 3SH,52.98018682907636,-3.0790898874791024,True,6,medium_deprivation,19.3,92.1,
Cefn Mawr C P School,"Nursery, Infants & Juniors",Wrexham,Primary,192.0,LL14 3PY,52.97092132034034,-3.073150669521679,True,6,medium_deprivation,21.6,92.4,
Ysgol Maes-y-Llan,"Nursery, Infants & Juniors",Wrexham,Primary,138.0,LL14 6AE,52.98822887905722,-3.03644829195731,True,8,low_deprivation,13.1,93.2,
Ysgol Min y Ddol,"Nursery, Infants & Juniors",Wrexham,Primary,124.0,LL14 3PY,52.97030459659516,-3.0734232296859862,True,8,low_deprivation,17.7,93.6,
Alexandra C P School,"Nursery, Infants & Juniors",Wrexham,Primary,367.0,LL12 7AZ,53.05027714562826,-2.987332966251648,True,10,low_deprivation,5.5,95.4,
Brynteg C P School,"Nursery, Infants & Juniors",Wrexham,Primary,166.0,LL11 6NB,53.06482729383095,-3.037255002132782,True,5,medium_deprivation,21.3,90.8,
BWLCHGWYN SCHOOL,"Nursery, Infants & Juniors",Wrexham,Primary,106.0,LL11 5UA,53.071983305735,-3.095682494668158,True,3,high_deprivation,30.7,91.3,
Ysgol Tan-y-Fron,"Nursery, Infants & Juniors",Wrexham,Primary,139.0,LL11 5SA,53.06193566319062,-3.049459668587108,True,10,low_deprivation,7.2,97.1,
Black Lane C P School,"Nursery, Infants & Juniors",Wrexham,Primary,151.0,LL11 6BT,53.07341457740543,-3.0437502060865973,True,4,medium_deprivation,26.8,90.7,
Rhosddu County Primary,"Nursery, Infants & Juniors",Wrexham,Primary,274.0,LL11 2NB,53.05548382842429,-2.9973974875679588,True,3,high_deprivation,30.4,93.2,
Rhostyllen CP School,"Nursery, Infants & Juniors",Wrexham,Primary,220.0,LL14 4AN,53.030977864018986,-3.0252735040837724,True,8,low_deprivation,9.4,95.3,
Ysgol Deiniol C P,"Nursery, Infants & Juniors",Wrexham,Primary,158.0,LL13 0SB,53.02354931662087,-2.956914349763437,True,4,medium_deprivation,23.9,93.2,
Barker's Lane CP,"Nursery, Infants & Juniors",Wrexham,Primary,242.0,LL13 9UN,53.067697665101655,-2.977879884373959,True,8,low_deprivation,6.6,93.7,
Wat's Dyke County Primary,"Nursery, Infants & Juniors",Wrexham,Primary,282.0,LL11 2TE,53.06286442104157,-2.9967238379493537,True,6,medium_deprivation,26.4,94.4,
Ysgol Bryn Tabor,"Nursery, Infants & Juniors",Wrexham,Primary,200.0,LL11 3NB,53.0519709783429,-3.067701992005792,True,7,medium_deprivation,10.8,92.5,
Ysgol Sant Dunawd,"Nursery, Infants & Juniors",Wrexham,Primary,93.0,LL13 0JA,53.003286472261,-2.90581933926628,True,8,low_deprivation,9.4,95.7,
Holt C.P. School,"Nursery, Infants & Juniors",Wrexham,Primary,68.0,LL13 9DJ,53.07853962998322,-2.8836711605481185,True,10,low_deprivation,2.1,96.2,
Ysgol Bodhyfryd,"Nursery, Infants & Juniors",Wrexham,Primary,280.0,LL13 7DA,53.03519713432252,-2.9855555039570474,True,2,high_deprivation,37.4,91.3,
Ysgol I.D. Hooson,"Nursery, Infants & Juniors",Wrexham,Primary,228.0,LL14 2DX,53.00753031914948,-3.063108852017371,True,8,low_deprivation,11.0,93.1,
Ysgol Plas Coch,"Nursery, Infants & Juniors",Wrexham,Primary,307.0,LL11 2BU,53.05828727759906,-3.005055012216334,True,3,high_deprivation,35.2,90.1,
Penygelli C P School,"Nursery, Infants & Juniors",Wrexham,Primary,255.0,LL11 3HA,53.052987323188646,-3.0638104883484547,True,1,high_deprivation,34.7,90.7,
Ysgol Penrhyn New Broughton CP,"Nursery, Infants & Juniors",Wrexham,Primary,218.0,LL11 6SF,53.0579243853606,-3.0319712374377645,True,3,high_deprivation,31.3,90.0,
Ysgol Heulfan,"Nursery, Infants & Juniors",Wrexham,Primary,331.0,LL11 4HS,53.07303935326579,-3.023001092208745,True,5,medium_deprivation,19.7,93.2,
Hafod y Wern Community Primary School,"Nursery, Infants & Juniors",Wrexham,Primary,249.0,LL13 9HD,53.04705821791902,-2.9721844936400195,True,7,medium_deprivation,24.4,92.1,
Gwenfro Community Primary,"Nursery, Infants & Juniors",Wrexham,Primary,298.0,LL13 8UW,53.039398931172094,-2.971128293912712,True,3,high_deprivation,25.4,92.3,
Rhosymedre Community Primary,"Nursery, Infants & Juniors",Wrexham,Primary,215.0,LL14 3EG,52.97967200623193,-3.062736286672246,True,5,medium_deprivation,24.2,91.0,
Ysgol Maes y Mynydd,"Nursery, Infants & Juniors",Wrexham,Primary,292.0,LL14 1DD,53.01537032078672,-3.0600060894110297,True,6,medium_deprivation,21.9,94.0,
Gwersyllt Community Primary School,"Nursery, Infants & Juniors",Wrexham,Primary,238.0,LL11 4NT,53.07162761507326,-3.0141544154786226,True,10,low_deprivation,6.7,96.7,
Penycae Community Primary School,"Nursery, Infants & Juniors",Wrexham,Primary,181.0,LL14 2PF,52.99834560147683,-3.0661767782797544,True,8,low_deprivation,11.5,93.7,
Acton Primary,"Nursery, Infants & Juniors",Wrexham,Primary,326.0,LL12 8BT,53.06194535924271,-2.985240595679193,True,8,low_deprivation,11.7,95.3,
Victoria Community Primary,"Nursery, Infants & Juniors",Wrexham,Primary,440.0,LL13 7RP,53.041971922609946,-3.001250938029227,True,6,medium_deprivation,19.6,93.6,
Ysgol Y Waun,"Nursery, Infants & Juniors",Wrexham,Primary,320.0,LL14 5NH,52.937564618131645,-3.0528164545689784,True,3,high_deprivation,29.6,90.5,
Ysgol Bro Alun,"Nursery, Infants & Juniors",Wrexham,Primary,280.0,LL11 4NG,53.0788770423341,-3.017525443832192,True,6,medium_deprivation,23.3,91.9,
"Ysgol Yr Hafod, Johnstown","Nursery, Infants & Juniors",Wrexham,Primary,346.0,LL14 2SW,53.00894977498481,-3.038135161131058,True,6,medium_deprivation,28.2,90.7,
Borras Park Community Primary,"Nursery, Infants & Juniors",Wrexham,Primary,431.0,LL12 7TH,53.06102454646036,-2.968904424674467,True,6,medium_deprivation,17.2,93.7,
Ysgol Llan y pwll,"Nursery, Infants & Juniors",Wrexham,Primary,47.0,LL12 7TH,53.06032123355188,-2.9702584591441257,True,9,low_deprivation,3.1,93.2,
St Peter's School,"Nursery, Infants & Juniors",Wrexham,Primary,205.0,LL12 0EE,53.11089606343391,-2.940122687866781,True,8,low_deprivation,11.8,94.7,
Pentre CIW Voluntary Controlled,"Nursery, Infants & Juniors",Wrexham,Primary,47.0,LL14 5AW,52.95960361558415,-3.0607868427975005,True,6,medium_deprivation,29.7,92.9,
Eyton Primary School,"Nursery, Infants & Juniors",Wrexham,Primary,48.0,LL13 0YD,52.99871055976407,-2.98858344142298,True,3,high_deprivation,27.0,92.1,
BORDERBROOK SCHOOL,"Nursery, Infants & Juniors",Wrexham,Primary,12.0,SY14 7LJ,52.99129982826224,-2.8252522952097983,True,8,low_deprivation,18.8,94.2,
St Giles Controlled Primary School,"Nursery, Infants & Juniors",Wrexham,Primary,396.0,LL13 7DG,53.04232224716391,-2.993317545314735,True,2,high_deprivation,40.5,90.1,
BRONINGTON CHURCH IN WALES V.A,"Nursery, Infants & Juniors",Wrexham,Primary,44.0,SY13 3HN,52.95058806802182,-2.765300747310768,True,3,high_deprivation,28.0,92.2,
Madras VA School,"Nursery, Infants & Juniors",Wrexham,Primary,121.0,LL13 0LU,52.95430223794335,-2.8763031515969493,True,3,high_deprivation,32.5,91.7,
St Chad's Church in Wales Aided School,"Nursery, Infants & Juniors",Wrexham,Primary,107.0,SY13 3DG,52.95251571996427,-2.8138705906915398,True,7,medium_deprivation,22.3,94.3,
St Mary's RC Primary,"Nursery, Infants & Juniors",Wrexham,Primary,342.0,LL13 7NA,53.04422522153816,-2.99728204248962,True,1,high_deprivation,35.9,90.5,
Minera,"Nursery, Infants & Juniors",Wrexham,Primary,91.0,LL11 3YE,53.05861633250508,-3.0865102345413726,True,8,low_deprivation,11.4,92.6,
All Saints Voluntary Aided Sch,"Nursery, Infants & Juniors",Wrexham,Primary,366.0,LL12 8RW,53.08664189893822,-2.977481145199908,True,10,low_deprivation,2.7,96.9,
St Mary's Church in Wales,"Nursery, Infants & Juniors",Wrexham,Primary,213.0,LL14 6LE,52.98680942966561,-3.0374470796474955,True,3,high_deprivation,26.1,92.0,
Brymbo Aided (St. Mary's),"Nursery, Infants & Juniors",Wrexham,Primary,135.0,LL11 5DA,53.07930394985701,-3.054330808936926,True,6,medium_deprivation,16.8,91.9,
St Anne's Catholic Primary,"Nursery, Infants & Juniors",Wrexham,Primary,169.0,LL13 8TH,53.04395705862902,-2.9708392178958967,True,9,low_deprivation,3.7,94.9,
St Mary's Overton,"Nursery, Infants & Juniors",Wrexham,Primary,147.0,LL13 0ES,52.9715859316248,-2.9322413748464977,True,6,medium_deprivation,19.5,93.2,
St Paul's Voluntary Aided,"Nursery, Infants & Juniors",Wrexham,Primary,32.0,LL13 9RL,53.04378515560545,-2.896553537909756,False,6,medium_deprivation,16.3,92.7,
Grango,Secondary (ages 11-16),Wrexham,Secondary,580.0,LL14 1EL,53.01540175579792,-3.0560189532382904,True,3,high_deprivation,28.1,91.7,54.8
YSGOL MORGAN LLWYD,Secondary (ages 11-19),Wrexham,Secondary,930.0,LL13 9NG,53.05090747616851,-2.969643545356537,True,8,low_deprivation,4.8,96.5,68.5
Ysgol Bryn Alyn,Secondary (ages 11-16),Wrexham,Secondary,701.0,LL11 4HB,53.07502722340328,-3.024125649254466,True,8,low_deprivation,12.3,96.0,67.0
Darland High School,Secondary (ages 11-16),Wrexham,Secondary,682.0,LL12 0DL,53.11312662033352,-2.937691312219368,True,3,high_deprivation,30.5,89.5,51.2
Ysgol Rhiwabon,Secondary (ages 11-19),Wrexham,Secondary,509.0,LL14 6BT,52.9885980808195,-3.0482984215553897,True,8,low_deprivation,3.0,95.4,70.8
Rhosnesni High School,Secondary (ages 11-16),Wrexham,Secondary,1091.0,LL13 9ET,53.05494127219973,-2.973510659626029,True,3,high_deprivation,28.7,93.0,55.9
Ysgol Clywedog,Secondary (ages 11-16),Wrexham,Secondary,801.0,LL13 7UB,53.043070506742815,-3.011420236325654,True,8,low_deprivation,15.9,95.1,67.2
St Joseph's Catholic and Anglican High,Secondary (ages 11-16),Wrexham,Secondary,748.0,LL13 7EN,53.037831488225535,-2.9967848694368446,True,1,high_deprivation,28.8,91.3,45.6
THE MAELOR SCHOOL,Secondary (ages 11-19),Wrexham,Secondary,787.0,LL13 0LU,52.95290210357394,-2.868653891917889,True,3,high_deprivation,33.9,93.9,60.7
ABERMULE PRIMARY SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,79.0,SY15 6ND,52.54549995174576,-3.2363603454993903,True,5,medium_deprivation,24.7,93.9,
ARDDLEEN C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,111.0,SY22 6RT,52.73385172206122,-3.101015870291138,True,7,medium_deprivation,13.0,94.2,
BERRIEW C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,105.0,SY21 8BA,52.60147506787956,-3.205215573507057,False,4,medium_deprivation,26.4,92.9,
CAERSWS C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,84.0,SY17 5HG,52.520544789485534,-3.424568020003572,True,1,high_deprivation,39.6,90.1,
CARNO C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,38.0,SY17 5LH,52.55675006170153,-3.5342010742804946,True,7,medium_deprivation,16.1,94.0,
CARREGHOFA C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,99.0,SY22 6PA,52.778644478621366,-3.097726816040243,False,7,medium_deprivation,18.0,93.1,
LEIGHTON C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,50.0,SY21 8HH,52.64852510021499,-3.1215755973237096,True,4,medium_deprivation,22.9,93.9,
YSGOL LLANBRYNMAIR,"Nursery, Infants & Juniors",Powys,Primary,35.0,SY19 7DJ,52.610457496038805,-3.62862832930673,True,7,medium_deprivation,16.5,92.9,
LLANDINAM C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,33.0,SY17 5BY,52.485894200369394,-3.434842395708012,True,6,medium_deprivation,13.7,95.2,
MEIFOD C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,62.0,SY22 6DF,52.71148351077655,-3.254919047743791,True,5,medium_deprivation,22.6,93.2,
PENYGLODDFA C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,270.0,SY16 2DF,52.51933456352595,-3.3168299376175585,True,1,high_deprivation,33.8,88.1,
PONTROBERT C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,67.0,SY22 6JN,52.70307936098477,-3.3236446603091765,True,7,medium_deprivation,12.9,94.4,
YSGOL DYFFRYN TRANNON,"Nursery, Infants & Juniors",Powys,Primary,98.0,SY17 5PH,52.50587450798279,-3.5155975250120437,True,9,low_deprivation,13.5,92.5,
GUILSFIELD C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,145.0,SY21 9ND,52.69482611227357,-3.1565862213323235,True,5,medium_deprivation,27.4,93.4,
LLANIDLOES C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,267.0,SY18 6EX,52.44347659218518,-3.5445774171674977,True,5,medium_deprivation,25.4,93.7,
BUTTINGTON TREWERN C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,133.0,SY21 8TB,52.6879806260374,-3.075544854598739,True,7,medium_deprivation,11.4,93.1,
BRYNHAFREN C.P. SCHOOL,Infants & Juniors,Powys,Primary,34.0,SY5 9BJ,52.73117281257274,-3.005929325857182,True,5,medium_deprivation,21.7,92.7,
CHURCHSTOKE C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,38.0,SY15 6AA,52.53824835245604,-3.0742797522645264,True,8,low_deprivation,17.1,97.1,
YSGOL GYNRADD GLANTWYMYN,"Nursery, Infants & Juniors",Powys,Primary,78.0,SY20 8LX,52.624856619456416,-3.739397291016633,True,7,medium_deprivation,16.4,93.3,
YSGOL PENNANT,"Nursery, Infants & Juniors",Powys,Primary,71.0,SY10 0PD,52.81145331656421,-3.3537707473417933,True,9,low_deprivation,17.9,93.9,
MAESYRHANDIR C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,100.0,SY16 1LH,52.50434050224533,-3.327522949423607,True,5,medium_deprivation,24.6,94.5,
TREOWEN C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,91.0,SY16 1NH,52.51138280129473,-3.309305413493626,True,5,medium_deprivation,23.8,95.1,
FRANKSBRIDGE C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,37.0,LD1 5SA,52.1971422569886,-3.290374627501965,True,5,medium_deprivation,21.8,92.6,
LLANBISTER C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,58.0,LD1 6TN,52.35131806000279,-3.310555017180066,True,2,high_deprivation,34.3,91.9,
YSGOL CEFNLLYS,"Nursery, Infants & Juniors",Powys,Primary,198.0,LD1 5WA,52.23944390494114,-3.3724497384905776,True,6,medium_deprivation,18.8,95.0,
PRESTEIGNE C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,173.0,LD8 2NH,52.27172227433452,-3.0114398320205487,True,8,low_deprivation,15.0,93.6,
RADNOR VALLEY C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,48.0,LD8 2SS,52.23943053988104,-3.151083555374268,True,7,medium_deprivation,19.6,93.3,
CROSSGATES C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,145.0,LD1 6RE,52.27561776360219,-3.3355007146560784,True,6,medium_deprivation,16.3,94.9,
YSGOL DOLAFON,"Nursery, Infants & Juniors",Powys,Primary,41.0,LD5 4RA,52.107463643815,-3.6419029996161183,True,5,medium_deprivation,17.7,94.8,
BUILTH WELLS C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,238.0,LD2 3GA,52.14712405181555,-3.408872067126973,True,8,low_deprivation,4.9,95.3,
SENNYBRIDGE C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,104.0,LD3 8RS,51.94463385652973,-3.5699416634316727,True,3,high_deprivation,32.2,90.1,
CRICKHOWELL C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,210.0,NP8 1DY,51.864232669250825,-3.139984519435975,True,6,medium_deprivation,15.0,95.8,
LLANGYNIDR C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,101.0,NP8 1NY,51.86651538527757,-3.229705619174699,True,9,low_deprivation,1.5,94.6,
LLANFAES C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,193.0,LD3 8EB,51.94381425340743,-3.398957196549484,True,8,low_deprivation,13.8,94.2,
YSGOL Y BANNAU,"Nursery, Infants & Juniors",Powys,Primary,94.0,LD3 9SR,51.95249872937682,-3.379275658938919,True,9,low_deprivation,18.6,95.7,
YSGOL RHIW BECHAN,"Nursery, Infants & Juniors",Powys,Primary,139.0,SY16 3EH,52.57834388381887,-3.333541958152105,True,8,low_deprivation,12.2,96.6,
LLANRHAEADR YM MOCHNANT C.P. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,84.0,SY10 0LG,52.822359503918925,-3.293706689775531,True,3,high_deprivation,33.6,92.4,
YSGOL BRO CYNLLAITH,"Nursery, Infants & Juniors",Powys,Primary,25.0,SY10 7QB,52.84395787143768,-3.174385915534621,True,5,medium_deprivation,23.3,93.1,
YSGOL DAFYDD LLWYD,"Nursery, Infants & Juniors",Powys,Primary,211.0,SY16 1JE,52.508478854125656,-3.3188329808638968,True,9,low_deprivation,8.2,95.9,
YSGOL Y CRIBARTH,"Nursery, Infants & Juniors",Powys,Primary,116.0,SA9 1XD,51.80091007730033,-3.717882830493046,True,6,medium_deprivation,23.1,93.3,
YSGOL GOLWG Y CWM,"Nursery, Infants & Juniors",Powys,Primary,188.0,SA9 1SE,51.78270280751221,-3.745211529763057,True,2,high_deprivation,32.6,91.3,
YSGOL BRO TAWE,"Nursery, Infants & Juniors",Powys,Primary,206.0,SA9 1BU,51.76602335487779,-3.7710530404607057,True,3,high_deprivation,31.3,88.0,
YSGOL GYMRAEG DYFFRYN Y GLOWYR,"Nursery, Infants & Juniors",Powys,Primary,348.0,SA9 2PT,51.77431119329206,-3.780279950569099,True,7,medium_deprivation,17.1,93.5,
YSGOL CALON Y DDERWEN,"Nursery, Infants & Juniors",Powys,Primary,259.0,SY16 1EG,52.51300411553771,-3.318706638603679,True,9,low_deprivation,5.9,95.6,
LLANFECHAIN C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,45.0,SY22 6UQ,52.77435873940734,-3.2040569331217843,True,7,medium_deprivation,19.8,92.4,
MONTGOMERY C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,108.0,SY15 6QA,52.56243709286108,-3.145666108951904,True,6,medium_deprivation,18.7,93.8,
FORDEN C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,56.0,SY21 8NE,52.60185620773024,-3.139776925655104,True,8,low_deprivation,9.2,94.3,
LLANDYSILIO C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,55.0,SY22 6RB,52.76244366232954,-3.084036192000389,True,8,low_deprivation,14.3,96.9,
GLADESTRY C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,34.0,HR5 3NR,52.189455922242495,-3.123630197319801,True,9,low_deprivation,5.0,97.3,
YSGOL TREFONNEN CHURCH IN WALES COMMUNITY PRIMARY,"Nursery, Infants & Juniors",Powys,Primary,203.0,LD1 5EB,52.247505997463,-3.374181699146411,True,8,low_deprivation,12.3,94.0,
NEWBRIDGE-ON-WYE CHURCH IN WALES SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,104.0,LD1 6LD,52.212076846935055,-3.4396244303694625,True,9,low_deprivation,8.6,95.1,
CLYRO C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,71.0,HR3 5LE,52.08336338444698,-3.1519474066522624,True,4,medium_deprivation,30.9,91.8,
KNIGHTON CHURCH IN WALES PRIMARY SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,168.0,LD7 1HP,52.34117118764438,-3.0426006289633905,True,9,low_deprivation,10.5,94.7,
RHAYADER C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,221.0,LD6 5LT,52.3075257565292,-3.513350671061153,True,5,medium_deprivation,22.9,92.8,
LLANELWEDD CHURCH IN WALES PRIMARY SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,94.0,LD2 3TY,52.15605741785906,-3.396380926014287,True,3,high_deprivation,33.5,90.3,
LLANGORS C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,141.0,LD3 7TR,51.940727270366274,-3.263213501908748,True,8,low_deprivation,17.8,93.1,
WELSHPOOL CHURCH IN WALES PRIMARY SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,264.0,SY21 7AT,52.65558865974416,-3.142779842042366,True,9,low_deprivation,10.8,96.1,
ST. MICHAEL'S C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,79.0,SY16 4NP,52.50136116039654,-3.2559378010653504,True,5,medium_deprivation,23.0,93.4,
LLANSANTFFRAID C.I.W.A.,"Nursery, Infants & Juniors",Powys,Primary,110.0,SY22 6AE,52.77519387438862,-3.154418424510184,True,7,medium_deprivation,10.6,92.9,
PRIORY CHURCH IN WALES SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,143.0,LD3 9EU,51.95230190705549,-3.391422434864555,True,7,medium_deprivation,11.5,95.1,
ST MARY`S R.C. (A) SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,61.0,SY16 2EH,52.51563714821223,-3.323418810972251,True,9,low_deprivation,7.4,94.4,
LLANGATTOCK C.I.W. SCHOOL,"Nursery, Infants & Juniors",Powys,Primary,111.0,NP8 1PH,51.85000573244221,-3.1481036137638894,True,8,low_deprivation,9.8,94.9,
YSGOL CWM BANWY,"Nursery, Infants & Juniors",Powys,Primary,46.0,SY21 0NW,52.69199016990907,-3.472001914843848,False,6,medium_deprivation,18.7,93.9,
LLANIDLOES HIGH SCHOOL,Secondary (ages 11-19),Powys,Secondary,703.0,SY18 6EX,52.44204948950185,-3.5451748525647417,True,9,low_deprivation,8.0,95.2,72.5
Newtown High School,Secondary (ages 11-19),Powys,Secondary,896.0,SY16 1JE,52.50749598137679,-3.3213412390692216,True,7,medium_deprivation,16.3,94.5,62.2
WELSHPOOL HIGH SCHOOL,Secondary (ages 11-19),Powys,Secondary,816.0,SY21 7RE,52.66557828945006,-3.136710109724198,True,8,low_deprivation,10.7,93.9,71.6
Ysgol Maesydderwen,Secondary (ages 11-19),Powys,Secondary,513.0,SA9 1AP,51.76898849324285,-3.7675468402895502,True,8,low_deprivation,12.9,94.3,64.8
BRECON HIGH SCHOOL,Secondary (ages 11-19),Powys,Secondary,557.0,LD3 9SR,51.95158217377219,-3.3841295295280056,True,7,medium_deprivation,14.5,93.7,61.1
Gwernyfed High School,Secondary (ages 11-19),Powys,Secondary,505.0,LD3 0SG,52.02836489957384,-3.2023073681771628,False,9,low_deprivation,1.5,93.9,66.1
Crickhowell High School,Secondary (ages 11-19),Powys,Secondary,942.0,NP8 1AW,51.8609974962556,-3.140884397993832,True,9,low_deprivation,4.0,95.0,61.6
Ysgol Calon Cymru,Secondary (ages 11-19),Powys,Secondary,948.0,LD2 3BW,52.15122717072808,-3.407349964325662,True,7,medium_deprivation,13.6,91.9,66.8
Ysgol Bro Hyddgen,Middle (ages 4-19),Powys,Middle,441.0,SY20 8DR,52.58888563527219,-3.8547180864960575,True,8,low_deprivation,7.4,94.0,
Ysgol Llanfyllin,Middle (ages 4-19),Powys,Middle,775.0,SY22 5BJ,52.76234909626829,-3.268800470094693,True,8,low_deprivation,14.6,94.2,
Ysgol Bro Caereinion,Middle (ages 4-19),Powys,Middle,494.0,SY21 0HW,52.65134841204781,-3.3238789618428197,True,5,medium_deprivation,29.1,92.2,
YSGOL GYMUNEDOL GYNRADD ABERAERON,"Nursery, Infants & Juniors",Ceredigion,Primary,229.0,SA46 0BQ,52.24107698467133,-4.264342793862911,True,6,medium_deprivation,24.3,92.9,
YSGOL GYMUNEDOL LLANARTH,Infants & Juniors,Ceredigion,Primary,66.0,SA47 0PA,52.19224010773584,-4.310516414388056,True,5,medium_deprivation,22.1,92.5,
YSGOL GYMUNEDOL LLANNON,Infants & Juniors,Ceredigion,Primary,41.0,SY23 5HX,52.28109789647939,-4.175406506294294,True,6,medium_deprivation,25.4,93.9,
YSGOL GYMUNEDOL CEI NEWYDD,Infants & Juniors,Ceredigion,Primary,72.0,SA45 9TE,52.21102969863365,-4.358669196468788,True,3,high_deprivation,30.8,92.4,
YSGOL GYMUNEDOL TALGARREG,Infants & Juniors,Ceredigion,Primary,36.0,SA44 4ER,52.134885235107625,-4.300682356512246,True,9,low_deprivation,7.3,94.4,
YSGOL GYMRAEG ABERYSTWYTH,"Nursery, Infants & Juniors",Ceredigion,Primary,368.0,SY23 1HL,52.41023460114696,-4.070936446532555,True,6,medium_deprivation,16.9,91.7,
YSGOL GYMUNEDOL COMINS COCH,Infants & Juniors,Ceredigion,Primary,133.0,SY23 3BQ,52.42108988904885,-4.039298398463343,True,5,medium_deprivation,21.8,91.2,
YSGOL GYMUNEDOL LLANFARIAN,Infants & Juniors,Ceredigion,Primary,41.0,SY23 4DN,52.377267198264185,-4.076812700791149,True,5,medium_deprivation,21.4,91.9,
YSGOL GYMUNEDOL LLANFIHANGEL-Y-CREUDDYN,Infants & Juniors,Ceredigion,Primary,16.0,SY23 4LA,52.36563596371035,-3.962164649161605,True,5,medium_deprivation,23.7,92.1,
YSGOL GYMUNEDOL LLANGWYRYFON,Infants & Juniors,Ceredigion,Primary,25.0,SY23 4HA,52.31534503867578,-4.05603830790812,True,6,medium_deprivation,20.0,92.2,
YSGOL LLANILAR,Infants & Juniors,Ceredigion,Primary,106.0,SY23 4PA,52.35788524405898,-4.022013563476297,True,2,high_deprivation,33.8,88.9,
YSGOL GYMUNEDOL MYNACH,Infants & Juniors,Ceredigion,Primary,45.0,SY23 4QZ,52.37096573935686,-3.857195038284447,False,6,medium_deprivation,21.1,92.3,
YSGOL PENLLWYN,Infants & Juniors,Ceredigion,Primary,42.0,SY23 3LP,52.40537427040717,-3.983160764244017,True,6,medium_deprivation,24.2,93.5,
YSGOL GYMUNEDOL LLWYN YR EOS,"Nursery, Infants & Juniors",Ceredigion,Primary,242.0,SY23 1SH,52.40021601513687,-4.068482609332661,True,4,medium_deprivation,30.4,92.7,
